Year,Award,Name 1,Name 2,Won
1963,Best Live Action Short Subject,,The Cliff Dwellers,0
1963,Best Live Action Short Subject,,Pan,0
1963,Best Short Subjects  – Cartoons,,The Hole,1
1963,Best Short Subjects  – Cartoons,,Icarus Montgolfier Wright,0
1963,Best Short Subjects  – Cartoons,,Now Hear This,0
1963,Best Short Subjects  – Cartoons,,Self Defense ... for Cowards,0
1963,Best Short Subjects  – Cartoons,,A Symposium on Popular Songs,0
1963,Best Music Score — Substantially Original,Maurice Jarre,Lawrence of Arabia,1
1963,Best Music Score — Substantially Original,Jerry Goldsmith,Freud,0
1963,Best Music Score — Substantially Original,Bronisław Kaper,Mutiny on the Bounty,0
1963,Best Music Score — Substantially Original,Franz Waxman,Taras Bulba,0
1963,Best Music Score — Substantially Original,Elmer Bernstein,To Kill a Mockingbird,0
1963,Best Scoring of Music — Adaptation or Treatment,Ray Heindorf,Meredith Willson's The Music Man,1
1963,Best Scoring of Music — Adaptation or Treatment,Georgie Stoll,Billy Rose's Jumbo,0
1963,Best Scoring of Music — Adaptation or Treatment,Michel Magne,Gigot,0
1963,Best Scoring of Music — Adaptation or Treatment,Frank Perkins,Gypsy,0
1963,Best Scoring of Music — Adaptation or Treatment,Leigh Harline,The Wonderful World of the Brothers Grimm,0
1963,Best Song,,Days of Wine and Roses,1
1963,Best Song,,,0
1963,Best Song,,,0
1963,Best Song,,,0
1963,Best Song,,Walk on the Wild Side,0
1963,Best Sound,John Cox,Lawrence of Arabia,1
1963,Best Sound,Robert O. Cook,Bon Voyage!,0
1963,Best Sound,George R. Groves,Meredith Willson's The Music Man,0
1963,Best Sound,Waldon O. Watson,That Touch of Mink,0
1963,Best Sound,Joseph D. Kelly,What Ever Happened to Baby Jane?,0
1963,"Best Art Direction, Black-and-White",Art Direction:,To Kill a Mockingbird,1
1963,"Best Art Direction, Black-and-White",Art Direction:,Days of Wine and Roses,0
1963,"Best Art Direction, Black-and-White",Art Direction:,The Longest Day,0
1963,"Best Art Direction, Black-and-White",Art Direction:,Period of Adjustment,0
1963,"Best Art Direction, Black-and-White",Art Direction:,The Pigeon That Took Rome,0
1963,"Best Art Direction, Color",Art Direction:,Lawrence of Arabia,1
1963,"Best Art Direction, Color",Art Direction:,Meredith Willson's The Music Man,0
1963,"Best Art Direction, Color",Art Direction:,Mutiny on the Bounty,0
1963,"Best Art Direction, Color",Art Direction:,That Touch of Mink,0
1963,"Best Art Direction, Color",Art Direction:,The Wonderful World of the Brothers Grimm,0
1963,"Best Cinematography, Black-and-White",,The Longest Day,1
1963,"Best Cinematography, Black-and-White",Burnett Guffey,Birdman of Alcatraz,0
1963,"Best Cinematography, Black-and-White",Russell Harlan,To Kill a Mockingbird,0
1963,"Best Cinematography, Black-and-White",Ted D. McCord,Two for the Seesaw,0
1963,"Best Cinematography, Black-and-White",Ernest Haller,What Ever Happened to Baby Jane?,0
1963,"Best Cinematography, Color",Freddie Young,Lawrence of Arabia,1
1963,"Best Cinematography, Color",Harry Stradling,Gypsy,0
1963,"Best Cinematography, Color",Russell Harlan,Hatari!,0
1963,"Best Cinematography, Color",Robert Surtees,Mutiny on the Bounty,0
1963,"Best Cinematography, Color",Paul C. Vogel,The Wonderful World of the Brothers Grimm,0
1963,"Best Costume Design, Black-and-White",Norma Koch,What Ever Happened to Baby Jane?,1
1963,"Best Costume Design, Black-and-White",Don Feld,Days of Wine and Roses,0
1963,"Best Costume Design, Black-and-White",Edith Head,The Man Who Shot Liberty Valance,0
1963,"Best Costume Design, Black-and-White",Ruth Morley,The Miracle Worker,0
1963,"Best Costume Design, Black-and-White",Denny Vachlioti,Phaedra,0
1963,"Best Costume Design, Color",Mary Wills,The Wonderful World of the Brothers Grimm,1
1963,"Best Costume Design, Color",Bill Thomas,Bon Voyage!,0
1963,"Best Costume Design, Color",Orry-Kelly,Gypsy,0
1963,"Best Costume Design, Color",Dorothy Jeakins,Meredith Willson's The Music Man,0
1963,"Best Costume Design, Color",Edith Head,My Geisha,0
1963,Best Film Editing,Anne V. Coates,Lawrence of Arabia,1
1963,Best Film Editing,Samuel E. Beetley,The Longest Day,0
1963,Best Film Editing,Ferris Webster,The Manchurian Candidate,0
1963,Best Film Editing,William H. Ziegler,Meredith Willson's The Music Man,0
1963,Best Film Editing,John McSweeney Jr.,Mutiny on the Bounty,0
1963,Best Special Effects,Visual Effects by,The Longest Day,1
1963,Best Special Effects,Visual Effects by,Mutiny on the Bounty,0
2005,Best Picture,,Million Dollar Baby,1
2005,Best Picture,,The Aviator,0
2005,Best Picture,,Finding Neverland,0
2005,Best Picture,,Ray,0
2005,Best Picture,Michael London,Sideways,0
2005,Best Director,Million Dollar Baby,Clint Eastwood,1
2005,Best Director,The Aviator,Martin Scorsese,0
2005,Best Director,Ray,Taylor Hackford,0
2005,Best Director,Sideways,,0
2005,Best Director,Vera Drake,Mike Leigh,0
2005,Best Actor,Ray,Jamie Foxx,1
2005,Best Actor,Hotel Rwanda,Don Cheadle,0
2005,Best Actor,Finding Neverland,Johnny Depp,0
2005,Best Actor,The Aviator,Leonardo DiCaprio,0
2005,Best Actor,Million Dollar Baby,Clint Eastwood,0
2005,Best Actress,Million Dollar Baby,Hilary Swank,1
2005,Best Actress,Being Julia,Annette Bening,0
2005,Best Actress,Maria Full of Grace,,0
2005,Best Actress,Vera Drake,Imelda Staunton,0
2005,Best Actress,Eternal Sunshine of the Spotless Mind,Kate Winslet,0
2005,Best Supporting Actor,Million Dollar Baby,Morgan Freeman,1
2005,Best Supporting Actor,The Aviator,Alan Alda,0
2005,Best Supporting Actor,Sideways,Thomas Haden Church,0
2005,Best Supporting Actor,Collateral,Jamie Foxx,0
2005,Best Supporting Actor,Closer,Clive Owen,0
2005,Best Supporting Actress,The Aviator,Cate Blanchett,1
2005,Best Supporting Actress,Kinsey,Laura Linney,0
2005,Best Supporting Actress,Sideways,Virginia Madsen,0
2005,Best Supporting Actress,Hotel Rwanda,Sophie Okonedo,0
2005,Best Supporting Actress,Closer,Natalie Portman,0
2005,Best Original Screenplay,,Eternal Sunshine of the Spotless Mind,1
2005,Best Original Screenplay,John Logan,The Aviator,0
2005,Best Original Screenplay,,Hotel Rwanda,0
2005,Best Original Screenplay,Brad Bird,The Incredibles,0
2005,Best Original Screenplay,Mike Leigh,Vera Drake,0
2005,Best Adapted Screenplay,,Sideways,1
2005,Best Adapted Screenplay,,Before Sunset,0
2005,Best Adapted Screenplay,David Magee,Finding Neverland,0
2005,Best Adapted Screenplay,Paul Haggis,Million Dollar Baby,0
2005,Best Adapted Screenplay,José Rivera,The Motorcycle Diaries,0
2005,Best Animated Feature Film,Brad Bird,The Incredibles,1
2005,Best Animated Feature Film,Bill Damaschke,Shark Tale,0
2005,Best Animated Feature Film,Andrew Adamson,Shrek 2,0
2005,Best Foreign Language Film,(,The Sea Inside,1
2005,Best Foreign Language Film,(,As It Is in Heaven,0
2005,Best Foreign Language Film,(,The Chorus,0
2005,Best Foreign Language Film,(,Downfall,0
2005,Best Foreign Language Film,(,Yesterday,0
2005,Best Documentary  – Feature,,Born into Brothels: Calcutta's Red Light Kids,1
2005,Best Documentary  – Feature,,The Story of the Weeping Camel,0
2005,Best Documentary  – Feature,Morgan Spurlock,Super Size Me,0
2005,Best Documentary  – Feature,,Tupac: Resurrection,0
2005,Best Documentary  – Feature,,Twist of Faith,0
2005,Best Documentary  – Short,,Mighty Times: The Children's March,1
2005,Best Documentary  – Short,Gerardine Wurzburg,Autism Is a World,0
2005,Best Documentary  – Short,,The Children of Leningradsky,0
2005,Best Documentary  – Short,,Hardwood,0
2005,Best Documentary  – Short,,Sister Rose's Passion,0
2005,Best Live Action Short Film,Andrea Arnold,Wasp,1
2005,Best Live Action Short Film,Nacho Vigalondo,7:35 in the Morning,0
2005,Best Live Action Short Film,Gary McKendry,Everything in This Country Must,0
2005,Best Live Action Short Film,Ashvin Kumar,Little Terrorist,0
2005,Best Live Action Short Film,,"Two Cars, One Night",0
2005,Best Animated Short Film,Chris Landreth,Ryan,1
2005,Best Animated Short Film,,Birthday Boy,0
2005,Best Animated Short Film,,Gopher Broke,0
2005,Best Animated Short Film,Bill Plympton,Guard Dog,0
2005,Best Animated Short Film,,Lorenzo,0
2005,Best Original Score,Jan A. P. Kaczmarek,Finding Neverland,1
2005,Best Original Score,John Williams,Harry Potter and the Prisoner of Azkaban,0
2005,Best Original Score,Thomas Newman,Lemony Snicket's A Series of Unfortunate Events,0
2005,Best Original Score,John Debney,The Passion of the Christ,0
2005,Best Original Score,James Newton Howard,The Village,0
2005,Best Original Song,,The Motorcycle Diaries,1
2005,Best Original Song,,Shrek 2,0
2005,Best Original Song,,The Polar Express,0
2005,Best Original Song,,The Phantom of the Opera,0
2005,Best Original Song,,The Chorus,0
2005,Best Sound Editing,,The Incredibles,1
2005,Best Sound Editing,,The Polar Express,0
2005,Best Sound Editing,Paul N. J. Ottosson,Spider-Man 2,0
2005,Best Sound Mixing,,Ray,1
2005,Best Sound Mixing,,The Aviator,0
2005,Best Sound Mixing,,The Incredibles,0
2005,Best Sound Mixing,,The Polar Express,0
2005,Best Sound Mixing,,Spider-Man 2,0
2005,Best Art Direction,Art Direction,The Aviator,1
2005,Best Art Direction,Art Direction:,Finding Neverland,0
2005,Best Art Direction,Art Direction:,Lemony Snicket's A Series of Unfortunate Events,0
2005,Best Art Direction,Art Direction:,The Phantom of the Opera,0
2005,Best Art Direction,,A Very Long Engagement,0
2005,Best Cinematography,Robert Richardson,The Aviator,1
2005,Best Cinematography,Zhao Xiaoding,House of Flying Daggers,0
2005,Best Cinematography,Caleb Deschanel,The Passion of the Christ,0
2005,Best Cinematography,John Mathieson,The Phantom of the Opera,0
2005,Best Cinematography,Bruno Delbonnel,A Very Long Engagement,0
2005,Best Makeup,,Lemony Snicket's A Series of Unfortunate Events,1
2005,Best Makeup,,The Passion of the Christ,0
2005,Best Makeup,,The Sea Inside,0
2005,Best Costume Design,Sandy Powell,The Aviator,1
2005,Best Costume Design,Alexandra Byrne,Finding Neverland,0
2005,Best Costume Design,Colleen Atwood,Lemony Snicket's A Series of Unfortunate Events,0
2005,Best Costume Design,Sharen Davis,Ray,0
2005,Best Costume Design,Bob Ringwood,Troy,0
2005,Best Film Editing,Thelma Schoonmaker,The Aviator,1
2005,Best Film Editing,,Collateral,0
2005,Best Film Editing,Matt Chessé,Finding Neverland,0
2005,Best Film Editing,Joel Cox,Million Dollar Baby,0
2005,Best Film Editing,Paul Hirsch,Ray,0
2005,Best Visual Effects,,Spider-Man 2,1
2005,Best Visual Effects,,Harry Potter and the Prisoner of Azkaban,0
2005,Best Visual Effects,,"I, Robot",0
1947,Best Motion Picture,Samuel Goldwyn,The Best Years of Our Lives,1
1947,Best Motion Picture,Laurence Olivier,Henry V,0
1947,Best Motion Picture,Frank Capra,It's a Wonderful Life,0
1947,Best Motion Picture,Darryl F. Zanuck,The Razor's Edge,0
1947,Best Motion Picture,Sidney Franklin,The Yearling,0
1947,Best Director,The Best Years of Our Lives,William Wyler,1
1947,Best Director,Brief Encounter,David Lean,0
1947,Best Director,It's a Wonderful Life,Frank Capra,0
1947,Best Director,The Killers,Robert Siodmak,0
1947,Best Director,The Yearling,Clarence Brown,0
1947,Best Actor,The Best Years of Our Lives,Fredric March,1
1947,Best Actor,Henry V,Laurence Olivier,0
1947,Best Actor,The Jolson Story,Larry Parks,0
1947,Best Actor,The Yearling,Gregory Peck,0
1947,Best Actor,It's a Wonderful Life,James Stewart,0
1947,Best Actress,To Each His Own,,1
1947,Best Actress,Brief Encounter,Celia Johnson,0
1947,Best Actress,Duel in the Sun,Jennifer Jones,0
1947,Best Actress,Sister Kenny,Rosalind Russell,0
1947,Best Actress,The Yearling,Jane Wyman,0
1947,Best Supporting Actor,The Best Years of Our Lives,Harold Russell,1
1947,Best Supporting Actor,The Green Years,Charles Coburn,0
1947,Best Supporting Actor,The Jolson Story,William Demarest,0
1947,Best Supporting Actor,Notorious,Claude Rains,0
1947,Best Supporting Actor,The Razor's Edge,Clifton Webb,0
1947,Best Supporting Actress,The Razor's Edge,Anne Baxter,1
1947,Best Supporting Actress,The Spiral Staircase,Ethel Barrymore,0
1947,Best Supporting Actress,Duel in the Sun,Lillian Gish,0
1947,Best Supporting Actress,Saratoga Trunk,Flora Robson,0
1947,Best Supporting Actress,Anna and the King of Siam,Gale Sondergaard,0
1947,Best Original Screenplay,,The Seventh Veil,1
1947,Best Original Screenplay,Raymond Chandler,The Blue Dahlia,0
1947,Best Original Screenplay,Jacques Prévert,Children of Paradise,0
1947,Best Original Screenplay,Ben Hecht,Notorious,0
1947,Best Original Screenplay,,Road to Utopia,0
1947,Best Screenplay,Robert E. Sherwood,The Best Years of Our Lives,1
1947,Best Screenplay,,Anna and the King of Siam,0
1947,Best Screenplay,,Brief Encounter,0
1947,Best Screenplay,Anthony Veiller,The Killers,0
1947,Best Screenplay,,"Rome, Open City",0
1947,Best Motion Picture Story,Clemence Dane,Vacation From Marriage,1
1947,Best Motion Picture Story,Vladimir Pozner,The Dark Mirror,0
1947,Best Motion Picture Story,Jack Patrick,The Strange Love of Martha Ivers,0
1947,Best Motion Picture Story,Victor Trivas,The Stranger,0
1947,Best Motion Picture Story,Charles Brackett,To Each His Own,0
1947,Best Documentary Short Subject,,Seeds of Destiny,1
1947,Best Documentary Short Subject,,Atomic Power,0
1947,Best Documentary Short Subject,,Life at the Zoo,0
1947,Best Documentary Short Subject,,Paramount News Issue #37,0
1947,Best Documentary Short Subject,,Traffic with the Devil,0
1947,"Best Live Action Short Subject, One-Reel",Gordon Hollingshead,Facing Your Danger,1
1947,"Best Live Action Short Subject, One-Reel",Jack Eaton,Dive-Hi Champs,0
1947,"Best Live Action Short Subject, One-Reel",Edmund Reek,Golden Horses,0
1947,"Best Live Action Short Subject, One-Reel",Gordon Hollingshead,Smart as a Fox,0
1947,"Best Live Action Short Subject, One-Reel",Pete Smith,Sure Cures,0
1947,"Best Live Action Short Subject, Two-Reel",Gordon Hollingshead,A Boy and His Dog,1
1947,"Best Live Action Short Subject, Two-Reel",George B. Templeton,College Queen,0
1947,"Best Live Action Short Subject, Two-Reel",Jules White,Hiss and Yell,0
1947,"Best Live Action Short Subject, Two-Reel",Jerry Bresler,The Luckiest Guy in the World,0
1947,Best Short Subject  – Cartoons,Fred Quimby,The Cat Concerto,1
1947,Best Short Subject  – Cartoons,George Pal,John Henry and the Inky-Poo,0
1947,Best Short Subject  – Cartoons,Walter Lantz,Musical Moments from Chopin,0
1947,Best Short Subject  – Cartoons,Walt Disney,Squatter's Rights,0
1947,Best Short Subject  – Cartoons,Edward Selzer,Walky Talky Hawky,0
1947,Best Scoring of a Dramatic or Comedy Picture,Hugo Friedhofer,The Best Years of Our Lives,1
1947,Best Scoring of a Dramatic or Comedy Picture,Bernard Herrmann,Anna and the King of Siam,0
1947,Best Scoring of a Dramatic or Comedy Picture,William Walton,Henry V,0
1947,Best Scoring of a Dramatic or Comedy Picture,Franz Waxman,Humoresque,0
1947,Best Scoring of a Dramatic or Comedy Picture,Miklós Rózsa,The Killers,0
1947,Best Scoring of a Musical Picture,Morris Stoloff,The Jolson Story,1
1947,Best Scoring of a Musical Picture,Robert Emmett Dolan,Blue Skies,0
1947,Best Scoring of a Musical Picture,Alfred Newman,Centennial Summer,0
1947,Best Scoring of a Musical Picture,Lennie Hayton,The Harvey Girls,0
1947,Best Scoring of a Musical Picture,,Night and Day,0
1947,Best Original Song,,The Harvey Girls,1
1947,Best Original Song,Centennial Summer,"""All Through the Day"" from",0
1947,Best Original Song,,The Dolly Sisters,0
1947,Best Original Song,Canyon Passage,"""Ole Buttermilk Sky"" from",0
1947,Best Original Song,,Blue Skies,0
1947,Best Sound Recording,John P. Livadary,The Jolson Story,1
1947,Best Sound Recording,Gordon E. Sawyer,The Best Years of Our Lives,0
1947,Best Sound Recording,John O. Aalberg,It's a Wonderful Life,0
1947,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,Anna and the King of Siam,1
1947,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,Kitty,0
1947,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,The Razor's Edge,0
1947,"Best Art Direction  – Interior Decoration, Color",Art Direction:,The Yearling,1
1947,"Best Art Direction  – Interior Decoration, Color",,Caesar and Cleopatra,0
1947,"Best Art Direction  – Interior Decoration, Color",,Henry V,0
1947,"Best Cinematography, Black-and-White",Arthur Miller,Anna and the King of Siam,1
1947,"Best Cinematography, Black-and-White",George J. Folsey,The Green Years,0
1947,"Best Cinematography, Color",,The Yearling,1
1947,"Best Cinematography, Color",Joseph Walker,The Jolson Story,0
1947,Best Film Editing,Daniel Mandell,The Best Years of Our Lives,1
1947,Best Film Editing,William Hornbeck,It's a Wonderful Life,0
1947,Best Film Editing,William Lyon,The Jolson Story,0
1947,Best Film Editing,Arthur Hilton,The Killers,0
1947,Best Film Editing,Harold F. Kress,The Yearling,0
1947,Best Special Effects,Tom Howard,Blithe Spirit,1
